"Shipment ID",Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Added
21,284012,2UA1281HC5,00186109060282,03307504608341,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 19:39:00"
21,284114,2UA1280GYT,00186109058393,03307504608342,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 19:54:08"
21,284142,2UA1291GYS,00186109137414,03307504608344,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 19:40:45"
21,284167,2UA1281HCN,00186109060177,03307504183340,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 20:32:32"
21,296187,2UA22805C7,00186173838250,03307504608321,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 22:05:16"
21,296188,2UA12720TJ,00186107720007,03307504608390,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:28:53"
21,296192,2UA22805DK,00186173838288,03307504133207,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:58:43"
21,296194,2UA1281H9C,00186109060370,03307504608400,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:17"
21,296195,2UA12720TL,00186107720078,03307504608414,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:45"
21,296197,2UA22805C3,00186173838242,03307504608324,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:55:48"
21,296198,2UA22805C6,00186173838586,03307504608339,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 20:21:15"
21,296199,2UA22805CF,00186173838136,03307504608133,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:42:02"
21,296200,2UA12720VP,00186107720058,03307504608388,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:25"
21,296201,2UA22805C0,00186173838379,03307504608293,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 22:14:52"
21,296202,2UA12720TZ,00186107720057,03307503683178,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:36"
21,296205,2UA22805DT,00186173838177,03307504608305,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:40"
21,296208,2UA22805DM,00186173838297,03307504133222,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:13"
21,296210,2UA22805D8,00186173838087,03307504608386,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 19:36:16"
21,296218,2UA1281HB4,00186106206560,03307504608403,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:36"
21,296227,2UA22805CZ,00186173838371,03307504133215,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:08"
21,296228,2UA22805FJ,00186173838015,03307504608132,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:42"
21,296229,2UA22805D3,00186173838355,03307504608402,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:09"
21,296237,2UA22805DP,00186173838141,03307503982126,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:32"
21,296238,2UA22805FK,00186173837987,03307504608401,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:47"
21,296242,2UA22805BP,00186173838477,03307504608407,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:29"
21,296249,2UA22805F5,00186173103951,03307504608349,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 20:08:05"
21,296252,2UA1281H9X,00186106206562,03307504608307,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 22:06:28"
21,296262,2UA22805C1,00186173838223,03307504133216,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:17"
21,296263,2UA228058S,00186173837830,03307504608387,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 19:37:43"
21,296268,2UA22805DJ,00186173838344,03307504608399,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:12"
21,296274,2UA12720V7,00186107720060,03307504608353,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 20:18:37"
21,297721,2UA1280GYC,00186107773707,03307504608394,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 19:34:15"
21,297727,2UA1280GXF,00186107773826,03307504608389,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:22"
21,297730,2UA12720TP,00186107720077,03307504608379,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 19:19:05"
21,297733,2UA1280GX1,00186107773831,03307504133220,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 22:07:40"
21,297734,2UA1280GWZ,00186107773874,03307504608308,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 22:16:00"
21,297736,2UA1281J54,00186109060994,03307504608288,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:36:28"
21,297738,2UA2280560,00186173838546,03307504608395,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 19:40:22"
21,297739,2UA1280GZH,00186107773827,03307504608306,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:39:08"
21,297743,2UA1280GZS,00186107773941,03307504608292,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:40:44"
21,297746,2UA1280GXG,00186107679856,03307504608289,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 22:08:53"
21,297749,2UA1280GYT,00186107720047,03307504608398,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:55:35"
21,297750,2UA1280GZX,00186107679962,03307504608130,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:55:29"
21,297751,2UA228058Z,00186173838506,03307504608371,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:19"
21,297753,2UA1280GWX,00186107773859,03307504608385,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 19:26:31"
21,297754,2UA1280GWG,00186107679909,03307504608298,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 22:19:09"
21,297756,2UA1280GX3,00186107773855,03307504608373,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 19:15:14"
21,297757,2UA228057W,00186173838690,03307504608333,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 19:23:44"
21,297758,2UA1280GYV,00186107773780,03307504608134,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:14"
21,297762,2UA1280GY4,00186107773858,03307504133217,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 22:02:24"
21,297763,2UA1280GXR,00186107773856,03307504608350,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 20:26:47"
21,297764,2UA1280GX9,00186107773875,03307504608377,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 19:22:24"
21,297765,2UA1280GXL,00186107773743,03307504608346,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 20:04:55"
21,297766,2UA1280GWJ,00186107773822,03307504608406,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:56:33"
21,297768,2UA1280GXH,00186107773873,03307504608294,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:30"
21,297769,2UA1280GX7,00186107773786,03307504608322,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:37:49"
21,297770,2UA228058F,00186173837786,03307504608325,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:55:41"
21,297772,2UA1281HCH,00186109045967,03307504608351,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 20:35:36"
21,297773,2UA1280GY2,00186107773692,03307504608409,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 21:29:29"
21,297774,2UA1280GWL,00186107773837,03307504608352,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 19:36:28"
21,297775,2UA228056J,00186173838602,03307504608320,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-16 22:13:42"
21,297776,2UA1280GXD,00186107773752,03307504608338,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 20:25:24"
21,297783,2UA1280GWW,00186107773877,03307504608207,,"Compaq 8200 Elite","i5 2400,2500 CPU @3.4GHz","2019-10-10 20:23:15"
21,142424,GHTL6V1,03307503452671,03307504608295,,"Optiplex 390","i5 2400 CPU @3.4GHz","2019-10-17 15:39:19"
21,282332,2VY1J12,00186252705571,03307504608423,,"Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-17 15:49:22"
21,284453,8VXZXY1,,03307504608203,"WIN8 Activated","Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-11 15:47:19"
21,284455,BCKNN32,,03307504608422,"WIN8 Activated","Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-17 17:02:18"
21,284462,1MMRD12,,03307504608201,"WIN8 Activated","Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-11 15:31:28"
21,284501,11BDK32,,,"WIN8 Activated","Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-11 15:48:49"
21,284518,1PXZXY1,,03307504608206,"WIN8 Activated","Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-11 14:06:11"
21,284522,FQXZXY1,,03307504608212,"WIN8 Activated","Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-11 15:46:16"
21,284537,BFV7VZ1,"Windows 8",03307504608215,,"Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-11 15:23:31"
21,284555,7QV7VZ1,"wINDOWS 8",03307504608198,,"Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-11 15:29:18"
21,284584,4LLGL12,"Windows 8",03307504608216,,"Latitude E7440","i5 4300U,4310U CPU @1.9GHz","2019-10-11 15:29:49"
21,267113,8TY58Y1,00186222137664,03307504133030,,"Optiplex 3010","i3 3220 CPU @3.3GHz","2019-10-10 20:42:48"
21,274623,DPJSPV1,03307504133048,03307504608318,,"Optiplex 3010","i3 3220 CPU @3.3GHz","2019-10-17 15:41:29"
21,273095,1S06GX1,00196272755473,03307504608354,,"Optiplex 9010","i5 3470,3570 CPU @3.2GHz","2019-10-10 20:53:53"
21,273098,27YN8Y1,00196280518120,03307504608340,,"Optiplex 9010","i5 3470,3570 CPU @3.2GHz","2019-10-10 20:55:50"
21,273103,DBFH9Y1,00196282174333,03307504608337,,"Optiplex 9010","i5 3470,3570 CPU @3.2GHz","2019-10-10 20:45:16"
