"Shipment ID",Asset,S/N,"Old COA","New COA",WIN8,Model,CPU,Added
26,519911,1N47FZ1,00186239987075,03307504798826,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:59:01"
26,519917,,,,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:54:37"
26,520486,33Y8M02,00186248770483,03307504798758,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:57:58"
26,520489,FKM0Y12,00186252516935,03307504798837,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:19:46"
26,520491,FKR3Y12,00186252516994,03307504798928,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:39"
26,520492,FKL3Y12,00186252516924,03307504798937,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:59:42"
26,520497,FKN3Y12,00186252516995,03307504798752,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:54:48"
26,520504,33S8M02,00186248770524,03307504798882,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:55:50"
26,520508,33Z8M02,00186248685406,03307504798945,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:01:14"
26,520509,33X8M02,00186248770526,03307504798940,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:00"
26,520527,F4W4W12,00186248577522,03307504798864,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:56:58"
26,520531,F4N3W12,00186248577552,03307504798850,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:47:31"
26,520533,33P9M02,00186248770480,03307504798756,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:51:36"
26,520536,FKW4Y12,00186252516979,03307504798746,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:27:45"
26,520537,F4V3W12,00186248577547,03307504798948,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:33"
26,520539,FKV3Y12,00186252516964,03307504798910,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:30:03"
26,520540,F4H3W12,00186248577486,03307504798839,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:09:04"
26,520541,F4M3W12,00186248577723,03307504798823,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:09:53"
26,520543,F4K2W12,00186248577764,03307504798941,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:23"
26,520544,F4F2W12,00186251478755,03307504798774,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:54:24"
26,520551,FKV2Y12,00186252516926,03307504798847,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:48:18"
26,520553,33X9M02,00186248770473,03307504798929,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:42"
26,520556,FKT0Y12,00186252516961,03307504798817,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:00:51"
26,520559,F4Q2W12,00186248577518,03307504798947,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:12"
26,520561,FKNZX12,00186252516927,03307504798779,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:06:08"
26,520564,33QFM02,00186248770254,03307504798778,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:25:07"
26,520567,FKK3Y12,00186252516972,03307504798946,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:00:12"
26,520574,33VFM02,00186248770562,03307504798851,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:49:12"
26,520579,F4M4W12,00186248577756,03307504798777,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:22:05"
26,520580,FL73Y12,00186252516947,03307504798766,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:06:47"
26,520581,33T8M02,00186248770255,03307504798755,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:42:16"
26,520585,FKQ2Y12,00186252516988,03307504798770,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:58:15"
26,520587,FKQYX12,00186252516966,03307504798944,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:17:43"
26,520589,F4F4W12,00186248207532,03307504798753,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:24:58"
26,520590,3429M02,00186248770498,03307504798853,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:52:53"
26,520594,F4R4W12,00186251478818,03307504798934,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:01:03"
26,520595,33NFM02,00186248770567,03307504798741,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:59:27"
26,520599,F4Q4W12,00186251478746,03307504798759,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 17:08:08"
26,520602,FKTYX12,00186252516936,03307504798939,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:17:16"
26,520607,F4L2W12,00186248207764,03307504798820,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:06:27"
26,520609,F4Q3W12,00186248577513,03307504798480,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:04"
26,520617,F4M2W12,00186248577554,03307504798930,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:19"
26,520623,33NBM02,00186248770565,03307504798744,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:57:38"
26,520628,FKN0Y12,00186252516962,03307504798931,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:35"
26,520629,33Y9M02,00186248770508,03307504798933,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:15:53"
26,520632,FKPZX12,00186252516999,03307504798740,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 17:05:13"
26,520642,F4J3W12,00186248577696,03307504798938,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:18:48"
26,520643,FKL1Y12,00186252516973,03307504798942,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:55:09"
26,520645,F4F3W12,00186248207933,03307504798852,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:43:21"
26,520646,33QBM02,00186248770272,03307504798768,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:05:27"
26,520648,FL74Y12,00186252516975,03307504798848,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:23:46"
26,520649,FKH3Y12,00186252516953,03307504798849,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:21:21"
26,520650,33YDM02,00186248770472,03307504798745,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:54:20"
26,520661,33SFM02,00186248770461,03307504798857,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:28:46"
26,520663,F4N4W12,,03307504798911,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:45:21"
26,520664,341FM02,00186248770531,03307504798840,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:54:33"
26,520667,FKS1Y12,00186252516948,03307504798943,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:18:29"
26,531194,DQWJV52,,03307504798867,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:54:30"
26,531196,BY0HV12,00186251521361,03307504798863,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:46:31"
26,531198,71LCFZ1,00186242794603,03307504798866,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:53:28"
26,531200,3PJ3K02,00186242475787,03307504798865,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:23:53"
26,531201,65H2J02,00186242562390,03307504798887,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:10:22"
26,531206,BY0JV12,00186251570381,03307504798912,,"Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:50:48"
26,531207,8NBFW52,,03307504798838,"WIN8 Activated","Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 16:11:59"
26,531208,36X5182,,03307504798842,"WIN8 Activated","Optiplex 9020","i5 4570,4590,4690,4670 CPU @3.2GHz","2019-12-18 15:52:00"
26,189161,061641351953,,,"WIN8 Activated","Surface Pro 3","i5 4300U CPU @1.9GHz","2019-12-19 21:00:43"
26,288740,010385452753,,,"WIN8 Activated","Surface Pro 3","i5 4300U CPU @1.9GHz","2019-12-19 21:01:28"
26,288844,014958145053,,,"WIN8 Activated","Surface Pro 3","i5 4300U CPU @1.9GHz","2019-12-19 21:08:10"
26,295737,004590342953,,,"WIN8 Activated","Surface Pro 3","i5 4300U CPU @1.9GHz","2019-12-19 21:08:42"
26,299488,R9WNB2G,,03307504798906,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-12-19 20:18:36"
26,522387,R9X7K9H,,03307504798897,"WIN8 Activated","ThinkPad T430S","i5 3320 CPU @3.3GHz","2019-12-19 20:17:55"
26,287290,4H1R1Q1,00186104771317,03307504798613,,"Latitude E6420","i5 2520M,2540M CPU @<2.5GHz","2019-12-19 18:58:37"
26,530325,63B7FV1,00186175553597,03307504798623,,"Latitude E6420","i5 2520M,2540M CPU @<2.5GHz","2019-12-19 19:06:30"
26,297094,BFLRD42,,03307504798615,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-12-19 17:31:51"
26,297290,BFMKD42,,03307504798735,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-12-19 17:29:50"
26,520525,73N3W52,,03307504798830,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-12-19 17:33:32"
26,520613,73N1W52,,,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-12-19 17:30:48"
26,520656,73PXV52,,03307504798846,"WIN8 Activated","Optiplex 7020","i5 4590,4690 CPU @3.3GHz","2019-12-19 17:27:27"
26,292168,R8RCZ0C,00186145431914,03307504798605,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-12-19 19:25:16"
26,531186,R8KL7CR,00186135321108,03307504798601,,"Thinkpad T420","i5 2410M,2540M,2520M CPU @2.53GHz","2019-12-19 19:25:44"
